exhibition,edition,latest_basis,source_url,participant_pages_seen,extracted_title_count,coverage_status,note,error_count,errors_json
Biennale of Sydney,18th Biennale of Sydney: all our relations (2012),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.biennaleofsydney.art/wp-content/uploads/2021/11/18th-Biennale-of-Sydney-2012-Exhibition-Report.pdf,,62,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 61 high / 1 medium / 0 low.",0,[]
Biennale of Sydney,17th Biennale of Sydney: THE BEAUTY OF DISTANCE: Songs of Survival in a Precarious Age (2010),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.biennaleofsydney.art/wp-content/uploads/2021/11/17th-Biennale-of-Sydney-2010-Exhibition-Report.pdf,,69,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 61 high / 8 medium / 0 low.",0,[]
Venice Biennale Arte,60th International Art Exhibition: Foreigners Everywhere (Stranieri Ovunque) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,https://hyperallergic.com/standouts-from-the-2024-venice-biennale-foreigners-everywhere/,,47,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 8 high / 38 medium / 1 low.",0,[]
Venice Biennale Arte,59th International Art Exhibition - The Milk of Dreams (Il latte dei sogni) (2022),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.theartsection.com/59th-biennale-the-milk-of-dreams,,25,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 21 high / 4 medium / 0 low.",0,[]
Venice Biennale Arte,58th International Art Exhibition - May You Live in Interesting Times (2019),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/venice-biennale/2019/tour-arsenale-1/shilpa-gupta,,37,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 35 high / 2 medium / 0 low.",0,[]
Venice Biennale Arte,57th International Art Exhibition - Viva Arte Viva (2017),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/venice-biennale/2017/viva-arte-viva/photos-arsenale-1/lee-mingwei,,24,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 23 high / 1 medium / 0 low.",0,[]
Venice Biennale Arte,56th International Art Exhibition: All the World's Futures (2015),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/venice-biennale/2015/tour/all-the-worlds-futures-3/oscar-murillo-glenn-ligon,,49,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 26 high / 23 medium / 0 low.",0,[]
Venice Biennale Arte,55th International Art Exhibition - The Encyclopedic Palace (Il Palazzo Enciclopedico) (2013),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/venice-biennale/2013/tour/palazzo-enciclopedico/02-marino-auriti,,18,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 5 high / 13 medium / 0 low.",0,[]
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/venice-biennale/2011/tour/illuminations/entrance,,31,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 21 high / 10 medium / 0 low.",0,[]
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/venice-biennale/2009/tour/making-worlds/tomas-saraceno,,21,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 21 high / 0 medium / 0 low.",0,[]
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,,134,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 133 high / 1 medium / 0 low.",0,[]
Whitney Biennial,Whitney Biennial 2022: Quiet as It's Kept (80th edition) (2022),Historical edition; collected 2026-05-29 for big-data art-title research,https://whitney.org/exhibitions/2022-biennial,,67,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 61 high / 6 medium / 0 low.",0,[]
Whitney Biennial,"Whitney Biennial 2019 (79th edition, untitled survey) (2019)",Historical edition; collected 2026-05-29 for big-data art-title research,https://whitney.org/exhibitions/2019-biennial/art?section=70,,51,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 19 high / 30 medium / 2 low.",0,[]
Whitney Biennial,"Whitney Biennial 2017 (78th edition, untitled survey) (2017)",Historical edition; collected 2026-05-29 for big-data art-title research,https://whitney.org/exhibitions/2017-biennial,,78,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 76 high / 2 medium / 0 low.",0,[]
Whitney Biennial,"Whitney Biennial 2014 (77th edition, untitled survey) (2014)",Historical edition; collected 2026-05-29 for big-data art-title research,https://whitney.org/exhibitions/2014-biennial,,181,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 181 high / 0 medium / 0 low.",0,[]
Whitney Biennial,"Whitney Biennial 2012 (76th edition, untitled survey) (2012)",Historical edition; collected 2026-05-29 for big-data art-title research,https://whitney.org/exhibitions/2012-biennial/lutz-bacher,,55,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 42 high / 13 medium / 0 low.",0,[]
Whitney Biennial,"Whitney Biennial 2010: 2010 (75th edition; titled simply ""2010"") (2010)",Historical edition; collected 2026-05-29 for big-data art-title research,https://whitney.org/exhibitions/2010-biennial/nina-berman,,72,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 66 high / 6 medium / 0 low.",0,[]
Whitney Biennial,"Whitney Biennial 2008 (74th edition, untitled survey) (2008)",Historical edition; collected 2026-05-29 for big-data art-title research,https://whitney.org/media/365,,23,historical_expansion_verified,"Past-edition expansion. Collected from official archives + reputable secondary sources (Universes in Universe, Wikipedia, press releases); adversarially fact-checked. Confidence: 4 high / 14 medium / 5 low.",0,[]
Skulptur Projekte Münster,Skulptur Projekte Münster 2017,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.skulptur-projekte-archiv.de/en-us/2017/projects/171/,,24,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 24 high / 0 medium / 0 low.",0,[]
Skulptur Projekte Münster,Skulptur Projekte Münster 07 (2007),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.skulptur-projekte-archiv.de/en-us/2007/projects/127/,,23,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 22 high / 1 medium / 0 low.",0,[]
Skulptur Projekte Münster,Skulptur Projekte Münster 1997,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.skulptur-projekte-archiv.de/en-us/1997/projects/71/,,25,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 25 high / 0 medium / 0 low.",0,[]
Skulptur Projekte Münster,Skulptur Projekte in Münster 1987,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.skulptur-projekte-archiv.de/en-us/1987/projects/3/,,20,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 20 high / 0 medium / 0 low.",0,[]
Skulptur Projekte Münster,Skulptur. Ausstellung in Münster 1977,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.skulptur-projekte-archiv.de/en-us/1977/projects/39/,,8,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 7 high / 1 medium / 0 low.",0,[]
Manifesta,Manifesta 10 St. Petersburg (2014),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.artfridge.de/2014/07/manifesta-10-saint-petersburg.html,,13,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 13 medium / 0 low.",0,[]
Manifesta,Manifesta 11 Zurich (2016),Historical edition; collected 2026-05-29 for big-data art-title research,https://christianjankowski.com/works/2016-2/manifesta-11/,,24,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 24 high / 0 medium / 0 low.",0,[]
Manifesta,Manifesta 12 Palermo (2018),Historical edition; collected 2026-05-29 for big-data art-title research,https://m12.manifesta.org/tours/,,9,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 1 high / 7 medium / 1 low.",0,[]
Manifesta,Manifesta 13 Marseille (2020),Historical edition; collected 2026-05-29 for big-data art-title research,https://artreview.com/manifesta-13-marseille-review/,,9,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 1 high / 6 medium / 2 low.",0,[]
Manifesta,Manifesta 14 Prishtina (2022),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.wallpaper.com/art/manifesta-14-kosovo-review,,10,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 9 medium / 1 low.",0,[]
Manifesta,Manifesta 15 Barcelona (2024),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.theartnewspaper.com/2024/09/09/how-manifesta-15-plans-to-decentralise-barcelonas-art-scene,,14,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 1 high / 13 medium / 0 low.",0,[]
Manifesta,Manifesta 8 Murcia-Cartagena (2010),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.domusweb.it/en/art/2010/11/03/manifesta-8-murcia-e-cartagena.html,,5,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 5 medium / 0 low.",0,[]
Manifesta,Manifesta 9 Genk (2012),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.domusweb.it/en/art/2012/06/22/manifesta-9-the-deep-of-the-modern.html,,11,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 7 medium / 4 low.",0,[]
Lyon Biennale,10th Lyon Biennale: The Spectacle of the Everyday (2009),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/biennale-de-lyon/2009/tour/la-sucriere/adrian-paci,,29,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 29 high / 0 medium / 0 low.",0,[]
Lyon Biennale,11th Lyon Biennale: A Terrible Beauty Is Born (2011),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/biennale-de-lyon/2011/tour/mac/arturo-herrera-1,,31,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 30 high / 1 medium / 0 low.",0,[]
Lyon Biennale,"12th Lyon Biennale: Entre-temps... brusquement, et ensuite / Meanwhile... Suddenly, And Then (2013)",Historical edition; collected 2026-05-29 for big-data art-title research,https://2013.labiennaledelyon.com/accueil/pistes-pedagogiques/erro.html,,2,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 2 high / 0 medium / 0 low.",0,[]
Lyon Biennale,13th Lyon Biennale: La vie moderne / Modern Life (2015),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.mac-lyon.com/en/programmation/13th-biennale-de-lyon,,15,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 7 high / 7 medium / 1 low.",0,[]
Lyon Biennale,14th Lyon Biennale: Mondes flottants / Floating Worlds (2017),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.labiennaledelyon.com/en/biennale/biennale-dart-contemporain-2017/expo-internationale/mondes-flottants-la-sucriere-maclyon/alexander-calder-31-janvier-1950,,61,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 60 high / 1 medium / 0 low.",0,[]
Lyon Biennale,15th Lyon Biennale: Where Water Comes Together with Other Water (2019),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.labiennaledelyon.com/en/biennale/art-contemporain-2019/expo-internationale/la-ou-les-eaux-se-melent-exposition-internationale-usines-fagor/abraham-poincheval-marche-sur-les-nuages,,46,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 45 high / 1 medium / 0 low.",0,[]
Lyon Biennale,16th Lyon Biennale: manifesto of fragility (2022),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.labiennaledelyon.com/en/biennale/16e-biennale-dart-contemporain-2022/un-monde-dune-promesse-infinie/manifesto-of-fragility-usines-fagor/abdullah-al-othman-manifesto-the-language-and-the-city-2021,,62,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 62 high / 0 medium / 0 low.",0,[]
Lyon Biennale,17th Lyon Biennale: Les voix des fleuves - Crossing the water (2024),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.labiennaledelyon.com/en/biennale/17e-biennale-dart-contemporain-2024/les-voix-des-fleuves-crossing-the-water/17e-biennale-de-lyon-musee-dart-contemporain-maclyon/aglae-bory-autoportrait-avec-enfant-serie-correlations-2014,,69,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 69 high / 0 medium / 0 low.",0,[]
Asia Pacific Triennial,"The 11th Asia Pacific Triennial of Contemporary Art (APT11, 2024)",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.qagoma.qld.gov.au/exhibition/the-11th-asia-pacific-triennial-of-contemporary-art-apt11/mit-jai-inn/,,24,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 18 high / 0 medium / 6 low.",0,[]
Asia Pacific Triennial,"The 10th Asia Pacific Triennial of Contemporary Art (APT10, 2021)",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.qagoma.qld.gov.au/stories/vipoo-srivilasa-shrine-like-sanctuary-houses-five-contemporary-deities/,,12,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 10 high / 2 medium / 0 low.",0,[]
Asia Pacific Triennial,"The 9th Asia Pacific Triennial of Contemporary Art (APT9, 2018)",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.qagoma.qld.gov.au/stories/major-new-works-announced-for-apt9,,22,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 21 high / 1 medium / 0 low.",0,[]
Asia Pacific Triennial,"The 8th Asia Pacific Triennial of Contemporary Art (APT8, 2015)",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.qagoma.qld.gov.au/stories/apt8-an-overview,,8,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 7 high / 1 medium / 0 low.",0,[]
Asia Pacific Triennial,"The 7th Asia Pacific Triennial of Contemporary Art (APT7, 2012)",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.qagoma.qld.gov.au/stories/huang-yong-ping-ressort-2012,,4,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 3 high / 1 medium / 0 low.",0,[]
Asia Pacific Triennial,"The 6th Asia Pacific Triennial of Contemporary Art (APT6, 2009)",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.qagoma.qld.gov.au/stories/looking-back-extraordinary-asia-pacific-triennial-of-contemporary-art-watermall-projects-in-brisbane/,,6,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 5 high / 1 medium / 0 low.",0,[]
Asia Pacific Triennial,"The 5th Asia-Pacific Triennial of Contemporary Art (APT5, 2006)",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.qagoma.qld.gov.au/stories/ai-weiwei-chandelier-and-other-errant-objects,,3,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 3 high / 0 medium / 0 low.",0,[]
Asia Pacific Triennial,The 4th Asia Pacific Triennial of Contemporary Art (APT4 / APT 2002),Historical edition; collected 2026-05-29 for big-data art-title research,https://collection.qagoma.qld.gov.au/stories/37,,2,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 2 high / 0 medium / 0 low.",0,[]
Asia Pacific Triennial,"The 3rd Asia Pacific Triennial of Contemporary Art (APT3, 1999)",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.qagoma.qld.gov.au/stories/commissioning-heritage-an-installation-by-cai-guo-qiang/,,1,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 1 high / 0 medium / 0 low.",0,[]
Asia Pacific Triennial,"The 2nd Asia Pacific Triennial of Contemporary Art (APT2, 1996)",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.qagoma.qld.gov.au/stories/looking-back-extraordinary-asia-pacific-triennial-of-contemporary-art-watermall-projects-in-brisbane/,,5,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 2 high / 3 medium / 0 low.",0,[]
Asia Pacific Triennial,"The 1st Asia Pacific Triennial of Contemporary Art (APT1, 1993)",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.qagoma.qld.gov.au/stories/looking-back-extraordinary-asia-pacific-triennial-of-contemporary-art-watermall-projects-in-brisbane/,,2,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 1 high / 1 medium / 0 low.",0,[]
Kochi-Muziris Biennale,6th Kochi-Muziris Biennale: For the Time Being (2025),Historical edition; collected 2026-05-29 for big-data art-title research,https://artreview.com/kochi-muziris-biennale-review-for-the-time-being/,,44,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 44 medium / 0 low.",0,[]
Kochi-Muziris Biennale,5th Kochi-Muziris Biennale: In Our Veins Flow Ink and Fire (2022),Historical edition; collected 2026-05-29 for big-data art-title research,https://arterritory.com/en/visual_arts/interviews/26615-asim_waqif_on_bamboo_waste_and_capitalism/,,13,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 2 high / 6 medium / 5 low.",0,[]
Kochi-Muziris Biennale,4th Kochi-Muziris Biennale: Possibilities for a Non-Alienated Life (2018),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.stirworld.com/see-features-un-silenced-at-the-kochi-biennale-part-ii,,8,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 3 medium / 5 low.",0,[]
Kochi-Muziris Biennale,3rd Kochi-Muziris Biennale: forming in the pupil of an eye (2016),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.artforum.com/events/the-kochi-muziris-biennale-3-228580/,,22,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 12 medium / 10 low.",0,[]
Kochi-Muziris Biennale,2nd Kochi-Muziris Biennale: Whorled Explorations (2014),Historical edition; collected 2026-05-29 for big-data art-title research,https://artsandculture.google.com/asset/descension-anish-kapoor/RQHeKloLNwbC-w,,11,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 5 high / 4 medium / 2 low.",0,[]
Kochi-Muziris Biennale,1st Kochi-Muziris Biennale (2012),Historical edition; collected 2026-05-29 for big-data art-title research,https://en.wikipedia.org/wiki/Subodh_Gupta,,7,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 3 high / 4 medium / 0 low.",0,[]
Shanghai Biennale,15th Shanghai Biennale: Does the flower hear the bee? (2025),Historical edition; collected 2026-05-29 for big-data art-title research,https://hypebeast.com/2025/11/2025-15th-shanghai-biennale-recap-overview,,35,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 33 medium / 2 low.",0,[]
Shanghai Biennale,14th Shanghai Biennale: Cosmos Cinema (2023),Historical edition; collected 2026-05-29 for big-data art-title research,https://hyperallergic.com/859968/dreaming-of-eternities-in-the-14th-shanghai-biennale-cosmos-cinema-2023/,,21,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 21 medium / 0 low.",0,[]
Shanghai Biennale,13th Shanghai Biennale: Bodies of Water (2021),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.adfwebmagazine.jp/en/art/13th-shanghai-biennale-bodies-of-water/,,18,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 18 medium / 0 low.",0,[]
Shanghai Biennale,12th Shanghai Biennale: Proregress (2018),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.on-curating.org/issue-46-reader/curatorial-tactic-reflections-on-the-dialogues-of-the-12th-shanghai-biennale.html,,19,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 19 medium / 0 low.",0,[]
Shanghai Biennale,11th Shanghai Biennale: Why Not Ask Again (2016),Historical edition; collected 2026-05-29 for big-data art-title research,https://flash---art.com/2016/11/why-not-ask-again-11th-shanghai-biennale/,,17,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 17 medium / 0 low.",0,[]
Shanghai Biennale,10th Shanghai Biennale: Social Factory (2014),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.leapleapleap.com/2015/03/social-factory-10th-shanghai-biennale-2014/,,6,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 6 medium / 0 low.",0,[]
Shanghai Biennale,9th Shanghai Biennale: Reactivation (2012),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.leapleapleap.com/2013/03/shanghai-biennale-2012-reactivation/,,2,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 2 medium / 0 low.",0,[]
Shanghai Biennale,8th Shanghai Biennale: Rehearsal (2010),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.leapleapleap.com/2010/12/shanghai-biennale/,,7,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 7 medium / 0 low.",0,[]
