exhibition,edition,latest_basis,artist,title,work_year,confidence,source_url,extraction_method,raw_caption_or_context,coverage_note
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Sheela Gowda,Collateral,2007,high,https://universes.art/en/documenta/2007/neue-galerie/sheela-gowda-1,official_caption,"Collateral, 2007. 8 frames, metal mesh, incense material. Neue Galerie. © Photo: Haupt & Binder","Universes in Universe documenta-12 tour, Neue Galerie; structured caption."
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Sheela Gowda,Sanjaya Narrates,2004,high,https://universes.art/en/documenta/2007/neue-galerie/sheela-gowda-2,official_caption,"Sanjaya Narrates, 2004. Watercolour on paper (14 watercolours, each 25.4 x 33 cm). Title references the Mahabharata. Neue Galerie.","Universes in Universe documenta-12 tour, Neue Galerie; structured caption."
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Amar Kanwar,The Lightning Testimonies,2007,high,https://universes.art/en/documenta/2007/neue-galerie/amar-kanwar,official_caption,"The Lightning Testimonies, 2007. Multiple channel video projections, synchronized, colour and b/w, sound, 32 minutes. On women in India, Pakistan and Bangladesh who suffered sexual violence. Neue Galerie.","Universes in Universe documenta-12 tour, Neue Galerie; structured caption."
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Abdoulaye Konate,Gris-Gris pour Israel et la Palestine,2005,high,https://universes.art/en/documenta/2007/documenta-halle/abdoulaye-konate,official_caption,"Gris-Gris pour Israel et la Palestine, 2005. Textile (4 elements), each 460 x 360 cm; total 1840 x 360 cm. documenta Halle.","Universes in Universe documenta-12 tour, documenta Halle; structured caption."
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Abdoulaye Konate,Symphonie de bleu 8R,2007,high,https://universes.art/en/documenta/2007/documenta-halle/konate-davila,official_caption,"Symphonie de bleu 8R, 2007. Textile, 520 x 386 cm. documenta Halle.","Universes in Universe documenta-12 tour, documenta Halle; structured caption."
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Sakarin Krue-On,Terraced Rice Field Art Project Kassel,2007,high,https://universes.art/en/documenta/2007/schloss-wilhelmshoehe/sakarin-krue-on,official_caption,"Terraced Rice Field Art Project Kassel, 2007. Rice terraces, approx. 3,200 m2. Schloss Wilhelmshoehe.","Universes in Universe documenta-12 tour, Schloss Wilhelmshoehe; structured caption."
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Sonia Abian Rose,The concentration camp of love,2007,high,https://universes.art/en/documenta/2007/schloss-wilhelmshoehe/sonia-abian-rose,official_caption,"The concentration camp of love, 2007. Wooden piece of furniture, paintings, light, sound. 75 x 55 x 55 cm. Schloss Wilhelmshoehe.","Universes in Universe documenta-12 tour, Schloss Wilhelmshoehe; structured caption."
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Dias & Riedweg,Funk Staden,2007,high,https://universes.art/en/documenta/2007/schloss-wilhelmshoehe/dias-riedweg,official_caption,"Funk Staden, 2007. 3-channel video installation, 15 minutes. Transposes Hans Staden's narrative into contemporary Funk culture. Schloss Wilhelmshoehe.","Universes in Universe documenta-12 tour, Schloss Wilhelmshoehe; structured caption."
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Mira Schendel,Untitled (Notebooks),1971,high,https://universes.art/en/documenta/2007/schloss-wilhelmshoehe/mira-schendel,official_caption,"Untitled (Notebooks), 1971. 32.3 x 32.3 cm. Schloss Wilhelmshoehe. © Photo: Haupt & Binder","Universes in Universe documenta-12 tour, Schloss Wilhelmshoehe; structured caption."
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Shooshie Sulaiman,Emotional Library,2007,high,https://universes.art/en/documenta/2007/schloss-wilhelmshoehe/shooshie-sulaiman,official_caption,"Emotional Library, 2007. Performance, 2 diaries with watercolours (Anna, 1996 and Botanical Garden, 1996), each diary 15 x 21 x 1 cm. Schloss Wilhelmshoehe.","Universes in Universe documenta-12 tour, Schloss Wilhelmshoehe; structured caption."
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Peter Friedl,The Zoo Story,2007,high,https://documenta.de/en/retrospective/documenta-12,press_release,Peter Friedl - The Zoo Story (2007): 'The 3.5 meter high specimen of a stuffed giraffe came from a zoo in the West Bank',Official documenta.de retrospective text names the work (stuffed giraffe Brownie).
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Danica Dakic,El Dorado,2007,high,https://documenta.de/en/retrospective/documenta-12,press_release,"Danica Dakic - El Dorado (2007): 'video El Dorado (2007), shot in front of tapestries from the Kassel tapestry pattern'",Official documenta.de retrospective text names the work.
documenta,"documenta 12 (2007, theme: Three leitmotifs: 'Is modernity our antiquity?', 'What is bare life?', 'What is to be done?'; artistic director Roger M. Buergel with Ruth Noack)",Historical edition; collected 2026-05-29 for big-data art-title research,Tanaka Atsuko,Tokyo Work 1955-2007,2007,medium,https://en.wikipedia.org/wiki/Documenta_12,wikipedia_listed_works,"Atsuko Tanaka - Tokyo Work 1955-2007 (2007), named in the Wikipedia article on documenta 12.",Wikipedia documenta 12 article; only specific titled work named there.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Mona Hatoum,Homebound,2000,high,https://universes.art/en/documenta/2002/fridericianum/mona-hatoum,official_caption,"Mona Hatoum. Homebound, 2000. kitchen utensils, furniture, electrical wire, light bulbs, dimmer unit, amplifier, two speakers. Fridericianum.",Universes in Universe per-artist documenta 11 page with full caption; reliable structured source.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Gabriel Orozco,Cazuelas (Beginnings),2002,high,https://universes.art/en/documenta/2002/binding-brauerei/gabriel-orozco,official_caption,"Gabriel Orozco. Cazuelas (Beginnings), 2002. Installation, approximately 70 vessels of pottery. Binding-Brauerei.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Alfredo Jaar,Lament of the Images,2002,high,https://universes.art/en/documenta/2002/fridericianum/alfredo-jaar,official_caption,"Alfredo Jaar. Lament of the Images, 2002. 3 plexiglass plates with inscriptions on lightboxes, light wall; dark corridor leading to a bright light installation. Fridericianum.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Carlos Garaicoa,How Neoclassical Architecture Gave Birth to Socialist Architecture,2002,high,https://universes.art/en/documenta/2002/binding-brauerei/carlos-garaicoa-1,official_caption,"Carlos Garaicoa. How Neoclassical Architecture Gave Birth to Socialist Architecture, 2002. Installation with 2 black and white photographs. Binding-Brauerei.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Raqs Media Collective,28°28' N / 77°15' E :: 2001-2002. An Installation on the Coordinates of Everyday Life in Delhi,2001-2002,high,https://universes.art/en/documenta/2002/documenta-halle/raqs-media-collective,official_caption,"Raqs Media Collective. 28°28' N / 77°15' E :: 2001-2002. An assemblage of video, text, sound, print and signage incorporating documentary and found material. documenta-Halle.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Pascale Marthine Tayou,Game Station,2002,high,https://universes.art/en/documenta/2002/documenta-halle/pascale-marthine-tayou,official_caption,"Pascale Marthine Tayou. Game Station, 2002. Video installation: monitors and projection showing images of streetlife and people in Yaoundé; numerous headphones producing a cacophony of radio frequencies. documenta-Halle.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Doris Salcedo,"Tenebrae Noviembre 7, 1985",1999/2000,high,https://universes.art/en/documenta/2002/fridericianum/doris-salcedo-2,official_caption,"Doris Salcedo. Tenebrae Noviembre 7, 1985, 1999/2000. Installation, lead and steel, 13 parts. Fridericianum.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,William Kentridge,Zeno Writing,2002,high,https://universes.art/en/documenta/2002/binding-brauerei/william-kentridge,official_caption,"William Kentridge. Zeno Writing, 2002. Film installation, 16mm-film transferred on DVD, screen made from sheets of tracing paper. Binding-Brauerei.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Georges Adéagbo,L'explorateur et les explorateurs devant l'histoire de l'exploration...! Le théatre du monde,2002,high,https://universes.art/en/documenta/2002/binding-brauerei/georges-adeagbo,official_caption,"Georges Adéagbo. L'explorateur et les explorateurs devant l'histoire de l'exploration...! Le théatre du monde (Explorer and Explorers Confronting the History of Exploration...! The World Theater), 2002. Installation. Binding-Brauerei.",Universes in Universe per-artist documenta 11 caption; also listed on official documenta.de retrospective.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Chohreh Feyzdjou,"Boutique Product of Chohreh Feyzdjou, 1973-1993",1973-1993,high,https://universes.art/en/documenta/2002/fridericianum/chohreh-feyzdjou,official_caption,"Chohreh Feyzdjou. Boutique Product of Chohreh Feyzdjou, 1973-1993. Installation: scrolls of recycled paintings and drawings mounted on scaffolds, conserved in glass jars or wrapped in plastic; objects of wax, feathers, thread, cloth in boxes and crates. Fridericianum.",Universes in Universe per-artist documenta 11 caption; also on official documenta.de retrospective (dated 1973-93).
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Zarina Bhimji,Out of Blue,2002,high,https://universes.art/en/documenta/2002/fridericianum/zarina-bhimji,official_caption,"Zarina Bhimji. Out of Blue, 2002. Film: 16mm, transferred to DVD, color, sound, 24 min. Fridericianum.",Universes in Universe per-artist documenta 11 caption. (Title appears elsewhere as 'Out of the Blue'.)
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Nari Ward,Landings,2002,high,https://universes.art/en/documenta/2002/binding-brauerei/nari-ward,official_caption,"Nari Ward. Landings, 2002. steel, barrier cloth, found wheels, rubber, plexiglass, hydraulic mechanics, audio recording. Binding-Brauerei.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Yinka Shonibare,Gallantry and Criminal Conversation,2002,high,https://universes.art/en/documenta/2002/binding-brauerei/yinka-shonibare,official_caption,"Yinka Shonibare. Gallantry and Criminal Conversation, 2002. one horse carriage, suitcase, 11 life-size mannequins (without head), costumes. Binding-Brauerei.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Kutluğ Ataman,The 4 Seasons of Veronica Read,2002,high,https://universes.art/en/documenta/2002/binding-brauerei/kutlug-ataman,official_caption,"Kutluğ Ataman. The 4 Seasons of Veronica Read, 2002. Four-screen DVD projection, MiniDV transferred onto DVD. Binding-Brauerei.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Meschac Gaba,Museum of Contemporary African Art: Library,2002,high,https://universes.art/en/documenta/2002/documenta-halle/meschac-gaba,official_caption,"Meschac Gaba. Museum of Contemporary African Art: Library, 2002. Installation. documenta-Halle.",Universes in Universe per-artist documenta 11 caption; the Library room of his ongoing Museum of Contemporary African Art.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Fareed Armaly with Rashid Masharawi,From/To,2002,high,https://universes.art/en/documenta/2002/documenta-halle/fareed-armaly-raschid-masharawi,official_caption,"Fareed Armaly with Raschid Masharawi. From/To, 2002. Installation: digitalized stone surface elements as a schematic floor map, plus multimedia presentation on Palestinian territories. documenta-Halle.",Universes in Universe per-artist documenta 11 caption; official documenta.de retrospective dates the underlying project to 1999.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Touhami Ennadre,"New York, September 11th. 2001",2001,high,https://universes.art/en/documenta/2002/binding-brauerei/touhami-ennadre,official_caption,"Touhami Ennadre. New York, September 11th. 2001, 2001. 26 black and white photographs, mounted on canvas. Binding-Brauerei.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Ouattara Watts,Crazy Masters,2002,high,https://universes.art/en/documenta/2002/binding-brauerei/ouattara-watts,official_caption,"Ouattara Watts. Crazy Masters, 2002. Mixed media on canvas. (Page states 'Three paintings, 1998 and 2002'.) Binding-Brauerei.",Universes in Universe per-artist documenta 11 caption; one of three paintings shown.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Ouattara Watts,Untitled,1998,medium,https://universes.art/en/documenta/2002/binding-brauerei/ouattara-watts,official_caption,"Ouattara Watts. Untitled, 1998. Mixed media on canvas. Binding-Brauerei.",Universes in Universe caption; 'Untitled' so confidence medium for disambiguation.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,On Kawara,One Million Years - Past (998.031 BC to 1969 AD),1970,high,https://universes.art/en/documenta/2002/fridericianum/on-kawara,official_caption,"On Kawara. One Million Years - Past (998.031 BC to 1969 AD), 1970. Installation with live performance; ten volumes in loose binders. Fridericianum.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,On Kawara,One Million Years - Future (1999 AD to 1.001.998 AD),1998,high,https://universes.art/en/documenta/2002/fridericianum/on-kawara,official_caption,"On Kawara. One Million Years - Future (1999 AD to 1.001.998 AD), 1998. Installation with live performance; the speakers read aloud every single year. Fridericianum.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Víctor Grippo,Mesas de trabajo y reflexión (Tables of Work and Reflection),1994,high,https://universes.art/en/documenta/2002/fridericianum/victor-grippo,official_caption,"Víctor Grippo. Mesas de trabajo y reflexión (Tables of Work and Reflection), 1994. 7 wooden tables with texts. Fridericianum.",Universes in Universe per-artist documenta 11 caption.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,tsunamii.net (Charles Lim Yi Young & Tien Wei Woon),alpha 3.4,2002,medium,https://universes.art/en/documenta/2002/binding-brauerei/tsunamii-net,official_caption,"tsunamii.net. alpha 3.4, 2002. Web-based installation: LCD screens, personal computers, speakers, GPRS mobile phones, walkie talkie and other materials; a walk from Kassel to Kiel tracking the documenta server. Binding-Brauerei.","Universes in Universe per-artist documenta 11 page; work-version title 'alpha 3.4' given, confidence medium as title vs collective name distinction is subtle."
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Cildo Meireles,Disappearing Element / Disappeared Element (Imminent Past),2002,high,https://universes.art/en/documenta/2002/fridericianum/cildo-meireles,official_caption,"Cildo Meireles. Disappearing Element / Disappeared Element (Imminent Past), 2002. 300,000 frozen water popsickles with inscriptions on both sides of the stick; ten ice trolleys. Industrial poem in public space.",Universes in Universe per-artist documenta 11 caption; also listed on official documenta.de retrospective.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Renée Green,Standardized Octagonal Units for Imagined and Existing Systems,2002,high,https://documenta.de/en/retrospective/documenta11,official_checklist,"Renée Green. Standardized Octogonal Units for Imagined and Existing Systems, 2002. Open-air pavilion of eight units with audiovisual material on themes such as alphabet, Africa, color, island, food, work, woman, man, gender.",Official documenta.de retrospective lists the work; spelling 'Octogonal' appears in source (standard form 'Octagonal').
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Thomas Hirschhorn,Bataille Monument,2002,high,https://documenta.de/en/retrospective/documenta11,official_checklist,Thomas Hirschhorn erected his Bataille Monument (2002) in the middle of a social housing estate in Kassel's Nordstadt district.,Official documenta.de retrospective.
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Hanne Darboven,Wunschkonzert,1984,high,https://en.wikipedia.org/wiki/Hanne_Darboven,wikipedia_listed_works,"Originally shown in Documenta 11 (2002) as a collection of loose pages in folders, the monumental Wunschkonzert (1984) consists of 1008 pages of uniform size divided into 4 Opus's.",Wikipedia (Hanne Darboven) explicitly states this work was shown at Documenta 11; secondary source. [Verified 2026-05-29: corroborated by independent second source; confidence raised to high.]
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Steve McQueen,Caribs' Leap / Western Deep,2002,high,https://www.tate.org.uk/art/artworks/mcqueen-caribs-leap-western-deep-t12019,museum_collection_page,"Steve McQueen, Caribs' Leap/Western Deep, 2002 — jointly commissioned by Artangel and Documenta and presented at Documenta XI, Kassel; three-screen synchronised colour video projection.","Tate collection page confirms title, year, and Documenta XI presentation."
documenta,Documenta11: Postcolonial / 'Platforms' framework (2002),Historical edition; collected 2026-05-29 for big-data art-title research,Igloolik Isuma Productions,Nunavut: Our Land,1995,high,https://en.wikipedia.org/wiki/Documenta_11,wikipedia_listed_works,Igloolik Isuma Productions presented 'Nunavut: Our Land' at the exhibition (Documenta 11).,"Wikipedia Documenta 11 article names this work; 13-part video series, secondary source. [Verified 2026-05-29: corroborated by independent second source; confidence raised to high.]"
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Lothar Baumgarten,Vacuum,1978-80,high,https://documenta.de/en/retrospective/documenta-x,official_caption,"post-colonialism debate (for example with Lothar Baumgarten's series Vacuum, 1978-80",Official documenta retrospective page names the work and date.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Marcel Broodthaers,"Section Publicite du Musee d'Art Moderne, Departement des Aigles",1968,high,https://documenta.de/en/retrospective/documenta-x,official_caption,"Marcel Broodthaers' Section Publicite du Musee d'Art Moderne, Departement des Aigles (1968)",Official documenta retrospective page; one of the 'retroperspective' historical works.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Jeff Wall,Milk,1984,high,https://documenta.de/en/retrospective/documenta-x,official_caption,"Jeff Wall's Milk (1984), a lightbox with a photo of a man sitting on the side of the road",Official documenta retrospective page; corroborated by Christine Hill sources noting a Jeff Wall hung opposite her store.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Christine Hill,Volksboutique,1996,high,https://documenta.de/en/retrospective/documenta-x,official_caption,Christine Hill set up her Volksboutique (1996-today) in another underpass,Official documenta retrospective page; corroborated by eigen-art and we-make-money-not-art.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Martin Kippenberger,Transportable Subway Entrance (METRO-Net),1997,high,https://documenta.de/en/retrospective/documenta-x,official_caption,Martin Kippenberger ... Transportable Subway Entrance (1997); also listed as METRO-Net by Martin Kippenberger,Official documenta retrospective page; net-art component 'METRO-Net' also on interversion.org archive.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Carsten Holler and Rosemarie Trockel,Ein Haus fur Schweine und Menschen (A House for Pigs and People),1997,high,https://documenta.de/en/retrospective/documenta-x,official_caption,Carsten Holler and Rosemarie Trockel's Ein Haus fur Schweine und Menschen (1997),Official documenta retrospective page; English title corroborated by interversion.org.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Gerhard Richter,Atlas,1962-96,high,https://documenta.de/en/retrospective/documenta-x,official_caption,Gerhard Richter with Atlas (1962-96),Official documenta retrospective page.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Peter Friedl,Kino,1997,high,https://documenta.de/en/retrospective/documenta-x,official_caption,Peter Friedl had placed the lettering KINO in large red letters in ironic reference to the neighboring Staatstheater,Official documenta retrospective page; corroborated by Peter Friedl biography (de-academic).
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Peter Friedl,Dummy,1997,medium,https://de-academic.com/dic.nsf/dewiki/1095319,secondary_source_checklist,participation in documenta with the works Kino and Dummy ... The installation Dummy was situated in a shop window in an underpass next to the Volksboutique,Peter Friedl biography encyclopedia entry; secondary source.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Lois Weinberger,What is beyond plants is at one with them (Das uber die Pflanzen / ist eins mit ihnen),1990-97,high,https://www.loisweinberger.net/en/exhibitions/documenta-x-2/,official_caption,"What is beyound plants is at One with Them (1997); railway track, planting with indigenous plants and neophytes, length 100m, Kulturbahnhof Kassel",Artist's official website; documenta retrospective page lists it as 'Das uber die Planzen/ist eins mit Ihnen' (1990-97).
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Christoph Schlingensief,"Mein Filz, mein Fett, mein Hase, 48 Stunden Uberleben fur Deutschland",1997,high,https://en.wikipedia.org/wiki/Documenta_X,wikipedia_listed_works,"the famous Christoph Schlingensief performance titled 'Mein Filz, mein Fett, mein Hase, 48 Stunden Uberleben fur Deutschland' during which several artists were arrested",Wikipedia article on documenta X; performance work title quoted in full. [Verified 2026-05-29: corroborated by independent second source; confidence raised to high.]
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Jodi (Joan Heemskerk and Dirk Paesmans),%Demo,1997,medium,https://interversion.org/documenta-x/,secondary_source_checklist,%Demo by Jodi,interversion.org documenta X net-art archive listing.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Heath Bunting,London Guide,1997,medium,https://interversion.org/documenta-x/,secondary_source_checklist,London Guide by Heath Bunting,interversion.org documenta X net-art archive listing.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Antoni Muntadas,On Translation,1997,medium,https://interversion.org/documenta-x/,secondary_source_checklist,On Translation by Antoni Muntadas,interversion.org documenta X net-art archive listing.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Jordan Crandall,Suspension,1997,medium,https://interversion.org/documenta-x/,secondary_source_checklist,Suspension by Jordan Crandall,interversion.org documenta X net-art archive listing.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Holger Friese,"unendlich, fast...",1997,medium,https://interversion.org/documenta-x/,secondary_source_checklist,"undendlich, fast... by Holger Friese","interversion.org documenta X net-art archive listing (title as shown; standard spelling 'unendlich, fast...')."
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Eva Wohlgemuth and Andreas Baumann,Evasys,1997,medium,https://interversion.org/documenta-x/,secondary_source_checklist,Evasys by Eva Wohlgemuth and Andreas Baumann,interversion.org documenta X net-art archive listing.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Joachim Blank and Karlheinz Jeron,Without Addresses,1997,medium,https://interversion.org/documenta-x/,secondary_source_checklist,Without Addresses by Joachim Blank and Karlheinz Jeron,interversion.org documenta X net-art archive listing.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,"Philip Pocock, Felix S. Huber, Udo Noll and Florian Wenz",A Description of the Equator and some Otherlands,1997,medium,https://interversion.org/documenta-x/,secondary_source_checklist,"A Description of the Equator and some Otherlands by Philip Pocock, Felix S Huber, Udo Noll and Florian Wenz",interversion.org documenta X net-art archive listing.
documenta,documenta X: Politically and theoretically driven 'Retroperspective' / interrogation of globalization (1997),Historical edition; collected 2026-05-29 for big-data art-title research,Michelangelo Pistoletto,Progetto Arte,1997,low,https://interversion.org/documenta-x/,secondary_source_checklist,Progetto Arte by Michelangelo Pistoletto,"interversion.org page mention; project/initiative title rather than a single object, treated as low confidence."
documenta,documenta IX: A documenta of locations (1992),Historical edition; collected 2026-05-29 for big-data art-title research,Joseph Kosuth,Passagen-Werk (documenta-Flânerie),1992,high,https://documenta.de/en/retrospective/documenta-ix,official_caption,Joseph Kosuth - Passagen-Werk (documenta-Flânerie) (1992); based on Walter Benjamin's project about the Parisian passages of the 19th century,Official documenta retrospective page; high confidence official listing
